mode,step,topic,source_timestamp_ms,received_timestamp_ms,mirrored_timestamp_ms,latency_ms,payload_size,dropped,success_flag,recovered_flag,cpu_percent,memory_mb,payload_note,fault_type,severity
M1,9,/audio/stream,894.7668,906.4119,907.4382,11.645,383,0,1,0,22.8211,194.0252,wav_chunk,,
M1,9,/robot_pose,889.2636,902.7898,904.1124,13.5263,366,0,1,0,22.8211,194.0252,pose_state,,
M1,9,/head_cmd,910.0,940.2962,941.559,30.2962,233,0,1,0,22.8211,194.0252,gaze_adjust,,
M1,9,/speech_cmd,912.0,932.0422,935.6251,20.0422,196,0,1,0,22.8211,194.0252,comfort_prompt,,
M1,9,/event_log,914.0,931.6948,934.5167,17.6948,282,0,1,0,22.8211,194.0252,sync_tick,,
M1,9,/system_health,916.0,933.1713,935.2643,17.1713,173,0,1,0,22.8211,194.0252,system_ok,,
M1,10,/camera/image_raw,998.3328,1020.7787,1023.103,22.4459,277,0,1,0,22.3891,198.3203,rgb_frame,,
M1,10,/audio/stream,997.8689,1016.4766,1018.6766,18.6077,212,0,1,0,22.3891,198.3203,wav_chunk,,
M1,10,/robot_pose,1001.1608,1020.8219,1022.944,19.661,381,0,1,0,22.3891,198.3203,pose_state,,
M1,10,/head_cmd,1010.0,1034.6885,1037.1971,24.6885,210,0,1,0,22.3891,198.3203,gaze_adjust,,
M1,10,/speech_cmd,1012.0,1025.9454,1029.0983,13.9454,271,0,1,0,22.3891,198.3203,comfort_prompt,,
M1,10,/event_log,1014.0,1034.3156,1035.1199,20.3156,311,0,1,0,22.3891,198.3203,sync_tick,,
M1,10,/system_health,1016.0,1036.2127,1037.5244,20.2127,227,0,1,0,22.3891,198.3203,system_ok,,
M1,11,/camera/image_raw,1101.846,1120.8531,1124.2303,19.0071,102,0,1,0,22.8862,196.2945,rgb_frame,,
M1,11,/audio/stream,1100.4197,1117.8692,1120.2104,17.4494,273,0,1,0,22.8862,196.2945,wav_chunk,,
M1,11,/robot_pose,1098.5391,1115.4483,1116.2429,16.9092,275,0,1,0,22.8862,196.2945,pose_state,,
M1,11,/head_cmd,1110.0,1135.3062,1136.2791,25.3062,307,0,1,0,22.8862,196.2945,gaze_adjust,,
M1,11,/speech_cmd,1112.0,1129.0827,1131.2337,17.0827,192,0,1,0,22.8862,196.2945,comfort_prompt,,
M1,11,/event_log,1114.0,1131.059,1134.299,17.059,290,0,1,0,22.8862,196.2945,sync_tick,,
M1,11,/system_health,1116.0,1141.3261,1144.468,25.3261,282,0,1,0,22.8862,196.2945,system_ok,,
M1,12,/camera/image_raw,1212.2075,1228.4613,1231.453,16.2538,185,0,1,0,22.6738,197.1863,rgb_frame,,
M1,12,/audio/stream,1203.5119,1225.6848,1227.7323,22.1729,326,0,1,0,22.6738,197.1863,wav_chunk,,
M1,12,/robot_pose,1204.1399,1226.1869,1229.8434,22.0469,299,0,1,0,22.6738,197.1863,pose_state,,
M1,12,/head_cmd,1210.0,1222.7553,1224.9017,12.7553,185,0,1,0,22.6738,197.1863,gaze_adjust,,
M1,12,/speech_cmd,1212.0,1228.9704,1232.3793,16.9704,294,0,1,0,22.6738,197.1863,comfort_prompt,,
M1,12,/event_log,1214.0,1230.2477,1231.6368,16.2477,257,0,1,0,22.6738,197.1863,sync_tick,,
M1,12,/system_health,1216.0,1230.1772,1231.8403,14.1772,274,0,1,0,22.6738,197.1863,system_ok,,
M1,13,/camera/image_raw,1308.0872,1330.088,1333.5809,22.0008,132,0,1,0,23.3348,197.2017,rgb_frame,,
M1,13,/audio/stream,1304.8701,1322.8509,1325.5236,17.9808,161,0,1,0,23.3348,197.2017,wav_chunk,,
M1,13,/robot_pose,1288.5436,1314.7926,1317.2873,26.249,306,0,1,0,23.3348,197.2017,pose_state,,
M1,13,/head_cmd,1310.0,1328.0615,1330.9125,18.0615,320,0,1,0,23.3348,197.2017,gaze_adjust,,
M1,13,/speech_cmd,1312.0,1333.2767,1335.6643,21.2767,272,0,1,0,23.3348,197.2017,comfort_prompt,,
M1,13,/event_log,1314.0,1330.8919,1332.9738,16.8919,246,0,1,0,23.3348,197.2017,sync_tick,,
M1,13,/system_health,1316.0,1337.8788,1340.8787,21.8788,192,0,1,0,23.3348,197.2017,system_ok,,
M1,14,/camera/image_raw,1399.1249,1422.3708,1424.58,23.2459,335,0,1,0,22.0955,197.5665,rgb_frame,,
M1,14,/audio/stream,1411.8516,1435.1472,1438.0206,23.2955,289,0,1,0,22.0955,197.5665,wav_chunk,,
M1,14,/robot_pose,1396.2821,1425.461,1427.4969,29.179,135,0,1,0,22.0955,197.5665,pose_state,,
M1,14,/head_cmd,1410.0,1436.2854,1438.1192,26.2854,262,0,1,0,22.0955,197.5665,gaze_adjust,,
M1,14,/speech_cmd,1412.0,1437.1066,1438.0247,25.1066,180,0,1,0,22.0955,197.5665,comfort_prompt,,
M1,14,/event_log,1414.0,1427.4632,1429.0279,13.4632,282,0,1,0,22.0955,197.5665,sync_tick,,
M1,14,/system_health,1416.0,1437.9651,1440.3861,21.9651,171,0,1,0,22.0955,197.5665,system_ok,,
M1,15,/camera/image_raw,1483.8293,1504.3749,1507.183,20.5456,269,0,1,0,23.5053,198.9655,rgb_frame,,
M1,15,/audio/stream,1500.4348,1522.5478,1524.184,22.1129,245,0,1,0,23.5053,198.9655,wav_chunk,,
M1,15,/robot_pose,1497.6411,1518.4209,1521.2773,20.7798,232,0,1,0,23.5053,198.9655,pose_state,,
M1,15,/head_cmd,1510.0,1532.0773,1534.0647,22.0773,248,0,1,0,23.5053,198.9655,gaze_adjust,,
M1,15,/speech_cmd,1512.0,1535.3107,1535.9163,23.3107,178,0,1,0,23.5053,198.9655,comfort_prompt,,
M1,15,/event_log,1514.0,1528.0639,1528.397,14.0639,215,0,1,0,23.5053,198.9655,sync_tick,,
M1,15,/system_health,1516.0,1538.9904,1540.9625,22.9904,267,0,1,0,23.5053,198.9655,system_ok,,
M1,16,/camera/image_raw,1607.6245,1623.591,1625.3155,15.9665,167,0,1,0,24.4889,197.258,rgb_frame,,
M1,16,/audio/stream,1610.6215,1626.385,1628.2986,15.7635,304,0,1,0,24.4889,197.258,wav_chunk,,
M1,16,/robot_pose,1599.6543,1625.8535,1626.9477,26.1991,279,0,1,0,24.4889,197.258,pose_state,,
M1,16,/head_cmd,1610.0,1625.1539,1627.7336,15.1539,248,0,1,0,24.4889,197.258,gaze_adjust,,
M1,16,/speech_cmd,1612.0,1623.9924,1626.9351,11.9924,219,0,1,0,24.4889,197.258,comfort_prompt,,
M1,16,/event_log,1614.0,1631.1805,1632.5247,17.1805,216,0,1,0,24.4889,197.258,sync_tick,,
M1,16,/system_health,1616.0,1637.0276,1639.0762,21.0276,275,0,1,0,24.4889,197.258,system_ok,,
M1,17,/camera/image_raw,1702.5335,1720.681,1723.7727,18.1476,279,0,1,0,21.3755,199.9882,rgb_frame,,
M1,17,/audio/stream,1710.5653,1729.5143,1731.9933,18.949,373,0,1,0,21.3755,199.9882,wav_chunk,,
M1,17,/robot_pose,1698.2861,1726.0675,1728.323,27.7814,265,0,1,0,21.3755,199.9882,pose_state,,
M1,17,/head_cmd,1710.0,1733.7785,1735.3019,23.7785,275,0,1,0,21.3755,199.9882,gaze_adjust,,
M1,17,/speech_cmd,1712.0,1731.3701,1733.8212,19.3701,205,0,1,0,21.3755,199.9882,comfort_prompt,,
M1,17,/event_log,1714.0,1727.1152,1727.6569,13.1152,188,0,1,0,21.3755,199.9882,sync_tick,,
M1,17,/system_health,1716.0,1733.6388,1735.6043,17.6388,372,0,1,0,21.3755,199.9882,system_ok,,
M1,18,/camera/image_raw,1807.742,1828.3359,1831.0312,20.5939,235,0,1,0,22.5522,196.2038,rgb_frame,,
M1,18,/audio/stream,1792.3033,1816.4113,1817.6978,24.108,256,0,1,0,22.5522,196.2038,wav_chunk,,
M1,18,/robot_pose,1801.7385,1831.9819,1834.3603,30.2433,341,0,1,0,22.5522,196.2038,pose_state,,
M1,18,/head_cmd,1810.0,1830.2187,1832.8833,20.2187,252,0,1,0,22.5522,196.2038,gaze_adjust,,
M1,18,/speech_cmd,1812.0,1831.171,1832.7474,19.171,281,0,1,0,22.5522,196.2038,comfort_prompt,,
M1,18,/event_log,1814.0,1830.4465,1833.179,16.4465,321,0,1,0,22.5522,196.2038,sync_tick,,
M1,18,/system_health,1816.0,1837.3188,1839.2898,21.3188,283,0,1,0,22.5522,196.2038,system_ok,,
M1,19,/camera/image_raw,1897.8393,1911.856,1915.1471,14.0167,309,0,1,0,22.6308,191.4257,rgb_frame,,
M1,19,/audio/stream,1907.4844,1924.6034,1925.6014,17.119,78,0,1,0,22.6308,191.4257,wav_chunk,,
M1,19,/robot_pose,1890.843,1908.666,1912.8023,17.823,282,0,1,0,22.6308,191.4257,pose_state,,
M1,19,/head_cmd,1910.0,1927.7587,1930.3307,17.7587,162,0,1,0,22.6308,191.4257,gaze_adjust,,
M1,19,/speech_cmd,1912.0,1930.8077,1933.0873,18.8077,250,0,1,0,22.6308,191.4257,comfort_prompt,,
M1,19,/event_log,1914.0,1937.1602,1939.6359,23.1602,296,0,1,0,22.6308,191.4257,sync_tick,,
M1,19,/system_health,1916.0,1933.2435,1936.1617,17.2435,353,0,1,0,22.6308,191.4257,system_ok,,
M1,20,/camera/image_raw,1993.209,2011.0925,2014.4565,17.8835,263,0,1,0,22.7895,200.9307,rgb_frame,,
M1,20,/audio/stream,1992.8984,2013.585,2017.0368,20.6866,234,0,1,0,22.7895,200.9307,wav_chunk,,
M1,20,/robot_pose,2006.6789,2022.5681,2024.4092,15.8892,283,0,1,0,22.7895,200.9307,pose_state,,
M1,20,/head_cmd,2010.0,2023.3906,2026.1006,13.3906,223,0,1,0,22.7895,200.9307,gaze_adjust,,
M1,20,/speech_cmd,2012.0,2036.2449,2036.5295,24.2449,208,0,1,0,22.7895,200.9307,comfort_prompt,,
M1,20,/event_log,2014.0,2026.9078,2028.4468,12.9078,270,0,1,0,22.7895,200.9307,sync_tick,,
M1,20,/system_health,2016.0,2034.9368,2036.934,18.9368,246,0,1,0,22.7895,200.9307,system_ok,,
M1,21,/camera/image_raw,2101.4237,2123.0422,2125.4793,21.6184,378,0,1,0,23.7289,198.0781,rgb_frame,,
M1,21,/audio/stream,2091.9317,2110.9756,2112.93,19.0439,210,0,1,0,23.7289,198.0781,wav_chunk,,
M1,21,/robot_pose,2103.5342,2118.7975,2120.0019,15.2633,202,0,1,0,23.7289,198.0781,pose_state,,
M1,21,/head_cmd,2110.0,2129.1096,2131.577,19.1096,259,0,1,0,23.7289,198.0781,gaze_adjust,,
M1,21,/speech_cmd,2112.0,2128.3302,2131.2503,16.3302,300,0,1,0,23.7289,198.0781,comfort_prompt,,
M1,21,/event_log,2114.0,2132.7537,2134.4314,18.7537,288,0,1,0,23.7289,198.0781,sync_tick,,
M1,21,/system_health,2116.0,2136.1442,2137.1857,20.1442,251,0,1,0,23.7289,198.0781,system_ok,,
M1,22,/camera/image_raw,2201.8343,2225.9099,2227.9079,24.0756,277,0,1,0,21.3997,200.7413,rgb_frame,,
M1,22,/audio/stream,2192.8024,2202.2466,2203.5215,9.4441,238,0,1,0,21.3997,200.7413,wav_chunk,,
M1,22,/robot_pose,2200.9492,2215.7445,2218.516,14.7953,375,0,1,0,21.3997,200.7413,pose_state,,
M1,22,/head_cmd,2210.0,2224.3774,2225.9074,14.3774,270,0,1,0,21.3997,200.7413,gaze_adjust,,
M1,22,/speech_cmd,2212.0,2237.5283,2238.7504,25.5283,270,0,1,0,21.3997,200.7413,comfort_prompt,,
M1,22,/event_log,2214.0,2240.369,2241.2476,26.369,179,0,1,0,21.3997,200.7413,sync_tick,,
M1,22,/system_health,2216.0,2233.3894,2235.1729,17.3894,304,0,1,0,21.3997,200.7413,system_ok,,
M1,23,/camera/image_raw,2301.6916,2319.1945,2320.8852,17.5029,288,0,1,0,22.3647,200.5685,rgb_frame,,
M1,23,/audio/stream,2285.8003,2308.8652,2311.4237,23.0649,154,0,1,0,22.3647,200.5685,wav_chunk,,
M1,23,/robot_pose,2302.5771,2324.7424,2326.115,22.1653,270,0,1,0,22.3647,200.5685,pose_state,,
M1,23,/head_cmd,2310.0,2324.3183,2326.8753,14.3183,207,0,1,0,22.3647,200.5685,gaze_adjust,,
M1,23,/speech_cmd,2312.0,2326.8827,2329.6537,14.8827,270,0,1,0,22.3647,200.5685,comfort_prompt,,
M1,23,/event_log,2314.0,2331.5573,2334.9182,17.5573,229,0,1,0,22.3647,200.5685,sync_tick,,
M1,23,/system_health,2316.0,2336.1416,2338.5568,20.1416,218,0,1,0,22.3647,200.5685,system_ok,,
M1,24,/camera/image_raw,2403.298,2412.5547,2416.0435,9.2567,408,0,1,0,24.4989,194.0864,rgb_frame,,
M1,24,/audio/stream,2395.7324,2413.0192,2413.6697,17.2868,237,0,1,0,24.4989,194.0864,wav_chunk,,
M1,24,/robot_pose,2397.9418,2415.7048,2417.7528,17.763,189,0,1,0,24.4989,194.0864,pose_state,,
M1,24,/head_cmd,2410.0,2431.2261,2433.8457,21.2261,166,0,1,0,24.4989,194.0864,gaze_adjust,,
M1,24,/speech_cmd,2412.0,2433.7047,2437.5468,21.7047,266,0,1,0,24.4989,194.0864,comfort_prompt,,
M1,24,/event_log,2414.0,2431.5586,2433.645,17.5586,292,0,1,0,24.4989,194.0864,sync_tick,,
M1,24,/system_health,2416.0,2427.9852,2430.3167,11.9852,232,0,1,0,24.4989,194.0864,system_ok,,
M1,25,/camera/image_raw,2512.9348,2533.9318,2535.4365,20.997,266,0,1,0,21.7859,198.6443,rgb_frame,,
M1,25,/audio/stream,2498.6066,2523.1761,2525.117,24.5695,154,0,1,0,21.7859,198.6443,wav_chunk,,
M1,25,/robot_pose,2508.3394,2527.9886,2529.4666,19.6491,235,0,1,0,21.7859,198.6443,pose_state,,
M1,25,/head_cmd,2510.0,2529.393,2530.2285,19.393,159,0,1,0,21.7859,198.6443,gaze_adjust,,
M1,25,/speech_cmd,2512.0,2533.6476,2535.4295,21.6476,102,0,1,0,21.7859,198.6443,comfort_prompt,,
M1,25,/event_log,2514.0,2536.8588,2539.2767,22.8588,213,0,1,0,21.7859,198.6443,sync_tick,,
M1,25,/system_health,2516.0,2530.4521,2533.3207,14.4521,276,0,1,0,21.7859,198.6443,system_ok,,
M1,26,/camera/image_raw,2616.6782,2638.9473,2642.1487,22.2691,224,0,1,0,22.8164,199.287,rgb_frame,,
M1,26,/audio/stream,2603.3615,2621.3886,2623.2054,18.0271,303,0,1,0,22.8164,199.287,wav_chunk,,
M1,26,/robot_pose,2601.9385,2627.7008,2629.5337,25.7623,230,0,1,0,22.8164,199.287,pose_state,,
M1,26,/head_cmd,2610.0,2631.0251,2633.0285,21.0251,313,0,1,0,22.8164,199.287,gaze_adjust,,
M1,26,/speech_cmd,2612.0,2622.7617,2624.3003,10.7617,209,0,1,0,22.8164,199.287,comfort_prompt,,
M1,26,/event_log,2614.0,2624.4873,2625.9164,10.4873,201,0,1,0,22.8164,199.287,sync_tick,,
M1,26,/system_health,2616.0,2634.9643,2638.0547,18.9643,241,0,1,0,22.8164,199.287,system_ok,,
M1,27,/camera/image_raw,2692.7843,2714.5139,2716.5367,21.7296,294,0,1,0,21.9264,194.4504,rgb_frame,,
M1,27,/audio/stream,2699.5444,2718.9852,2721.7465,19.4408,193,0,1,0,21.9264,194.4504,wav_chunk,,
M1,27,/robot_pose,2705.2459,2724.6929,2726.7244,19.447,183,0,1,0,21.9264,194.4504,pose_state,,
M1,27,/head_cmd,2710.0,2723.2415,2725.9901,13.2415,234,0,1,0,21.9264,194.4504,gaze_adjust,,
M1,27,/speech_cmd,2712.0,2727.4063,2729.5293,15.4063,323,0,1,0,21.9264,194.4504,comfort_prompt,,
M1,27,/event_log,2714.0,2724.3724,2725.3751,10.3724,200,0,1,0,21.9264,194.4504,sync_tick,,
M1,27,/system_health,2716.0,2741.3401,2743.7662,25.3401,302,0,1,0,21.9264,194.4504,system_ok,,
M1,28,/camera/image_raw,2792.0189,2810.6116,2813.0341,18.5928,265,0,1,0,23.0641,198.5365,rgb_frame,,
M1,28,/audio/stream,2791.0437,2813.4982,2816.3438,22.4545,158,0,1,0,23.0641,198.5365,wav_chunk,,
M1,28,/robot_pose,2802.2391,2812.5934,2815.5948,10.3544,327,0,1,0,23.0641,198.5365,pose_state,,
M1,28,/head_cmd,2810.0,2825.261,2825.9731,15.261,261,0,1,0,23.0641,198.5365,gaze_adjust,,
M1,28,/speech_cmd,2812.0,2835.0668,2838.7049,23.0668,286,0,1,0,23.0641,198.5365,comfort_prompt,,
M1,28,/event_log,2814.0,2831.8566,2833.3421,17.8566,256,0,1,0,23.0641,198.5365,sync_tick,,
M1,28,/system_health,2816.0,2834.1464,2835.5343,18.1464,378,0,1,0,23.0641,198.5365,system_ok,,
M1,29,/camera/image_raw,2912.4962,2934.3184,2937.5181,21.8222,294,0,1,0,23.9405,198.791,rgb_frame,,
M1,29,/audio/stream,2909.0884,2932.1005,2934.81,23.0121,276,0,1,0,23.9405,198.791,wav_chunk,,
M1,29,/robot_pose,2895.3957,2908.3134,2910.5803,12.9176,222,0,1,0,23.9405,198.791,pose_state,,
M1,29,/head_cmd,2910.0,2924.9327,2928.4781,14.9327,359,0,1,0,23.9405,198.791,gaze_adjust,,
M1,29,/speech_cmd,2912.0,2937.4889,2939.8931,25.4889,337,0,1,0,23.9405,198.791,comfort_prompt,,
M1,29,/event_log,2914.0,2934.1003,2936.4625,20.1003,190,0,1,0,23.9405,198.791,sync_tick,,
M1,29,/system_health,2916.0,2937.64,2939.8883,21.64,177,0,1,0,23.9405,198.791,system_ok,,
M1,30,/camera/image_raw,2999.6416,3019.7918,3022.0272,20.1502,243,0,1,0,23.9836,197.032,rgb_frame,,
M1,30,/audio/stream,2999.3622,3014.1875,3016.2667,14.8254,211,0,1,0,23.9836,197.032,wav_chunk,,
M1,30,/robot_pose,3008.9878,3023.1416,3025.7506,14.1538,279,0,1,0,23.9836,197.032,pose_state,,
M1,30,/head_cmd,3010.0,3022.0082,3024.1101,12.0082,315,0,1,0,23.9836,197.032,gaze_adjust,,
M1,30,/speech_cmd,3012.0,3035.392,3038.4126,23.392,258,0,1,0,23.9836,197.032,comfort_prompt,,
M1,30,/event_log,3014.0,3029.7749,3031.1079,15.7749,276,0,1,0,23.9836,197.032,sync_tick,,
M1,30,/system_health,3016.0,3036.6722,3039.9021,20.6722,321,0,1,0,23.9836,197.032,system_ok,,
M1,31,/camera/image_raw,3099.0744,3115.8462,3118.2485,16.7718,225,0,1,0,23.239,196.4342,rgb_frame,,
M1,31,/audio/stream,3090.0464,3106.6175,3109.0666,16.5711,231,0,1,0,23.239,196.4342,wav_chunk,,
M1,31,/robot_pose,3098.4045,3118.4643,3120.8828,20.0598,187,0,1,0,23.239,196.4342,pose_state,,
M1,31,/head_cmd,3110.0,3127.1584,3130.5086,17.1584,186,0,1,0,23.239,196.4342,gaze_adjust,,
M1,31,/speech_cmd,3112.0,3122.6167,3123.3273,10.6167,257,0,1,0,23.239,196.4342,comfort_prompt,,
M1,31,/event_log,3114.0,3133.207,3135.3129,19.207,328,0,1,0,23.239,196.4342,sync_tick,,
M1,31,/system_health,3116.0,3124.392,3126.9088,8.392,349,0,1,0,23.239,196.4342,system_ok,,
M1,32,/camera/image_raw,3192.1055,3216.3982,3220.0681,24.2927,235,0,1,0,22.0162,196.0865,rgb_frame,,
M1,32,/audio/stream,3196.9615,3223.1645,3225.393,26.203,361,0,1,0,22.0162,196.0865,wav_chunk,,
M1,32,/robot_pose,3196.2355,3214.4451,3216.7499,18.2095,277,0,1,0,22.0162,196.0865,pose_state,,
M1,32,/head_cmd,3210.0,3241.2981,3244.1792,31.2981,213,0,1,0,22.0162,196.0865,gaze_adjust,,
M1,32,/speech_cmd,3212.0,3234.4587,3236.3692,22.4587,226,0,1,0,22.0162,196.0865,comfort_prompt,,
M1,32,/event_log,3214.0,3236.2171,3238.442,22.2171,272,0,1,0,22.0162,196.0865,sync_tick,,
M1,32,/system_health,3216.0,3234.6387,3237.1079,18.6387,281,0,1,0,22.0162,196.0865,system_ok,,
M1,33,/camera/image_raw,3286.4412,3307.0441,3308.6893,20.6029,305,0,1,0,21.4135,196.8364,rgb_frame,,
