timestamp,heart_rate_bpm,systolic_bp_mmHg,diastolic_bp_mmHg,spo2_percent,gait_variability,activity_index,speech_valence_index,risk_score,anomaly_score,risk_level,anomaly_label,event_label
2026-01-01 09:45:00,71.51,123.2,79.79,98.08,0.1735,0.7049,0.4341,0.0132,0.0399,low,0,0
2026-01-01 09:50:00,71.9,124.7,76.56,97.19,0.2615,0.5993,0.4134,0.0173,0.0731,low,0,0
2026-01-01 09:55:00,71.85,122.33,74.99,96.86,0.2868,0.6439,0.6236,0.0068,0.0,low,0,0
2026-01-01 10:00:00,71.72,125.41,72.07,97.64,0.2687,0.4419,0.7082,0.0268,0.0812,low,0,0
2026-01-01 10:05:00,71.6,127.04,76.91,97.97,0.2816,0.6129,0.5564,0.0016,0.1557,low,0,0
2026-01-01 10:10:00,71.77,124.47,82.84,98.32,0.1798,0.6374,0.3442,0.0312,0.0482,low,0,0
2026-01-01 10:15:00,71.89,125.06,78.87,97.81,0.2666,0.4808,0.3324,0.047,0.0894,low,0,0
2026-01-01 10:20:00,72.02,124.16,76.88,97.45,0.2349,0.6171,0.3217,0.0357,0.1237,low,0,0
2026-01-01 10:25:00,72.16,124.0,78.93,97.24,0.2259,0.6179,0.2672,0.0466,0.0681,low,0,0
2026-01-01 10:30:00,72.85,121.84,74.88,97.6,0.2935,0.4841,0.5675,0.0259,0.04,low,0,0
2026-01-01 10:35:00,72.72,124.95,77.41,97.48,0.324,0.4153,0.73,0.0799,0.0,low,0,0
2026-01-01 10:40:00,72.55,123.71,78.2,97.19,0.3397,0.4079,0.5479,0.0982,0.1264,low,0,0
2026-01-01 10:45:00,72.29,130.28,77.83,98.42,0.3157,0.5604,0.1883,0.1003,0.0894,low,0,0
2026-01-01 10:50:00,72.49,128.72,79.58,98.31,0.2445,0.5892,0.5195,0.0,0.0094,low,0,0
2026-01-01 10:55:00,72.85,125.16,78.69,98.05,0.2676,0.4549,0.524,0.0223,0.0741,low,0,0
2026-01-01 11:00:00,72.81,121.71,79.34,97.23,0.2883,0.5532,0.8854,0.0083,0.0337,low,0,0
2026-01-01 11:05:00,72.55,120.66,76.62,97.94,0.2561,0.6185,0.3169,0.0366,0.0464,low,0,0
2026-01-01 11:10:00,72.28,127.57,79.8,97.86,0.2565,0.6242,0.4875,0.0025,0.0912,low,0,0
2026-01-01 11:15:00,72.49,124.79,81.26,97.78,0.2912,0.7362,0.8229,0.0112,0.0,low,0,0
2026-01-01 11:20:00,72.73,125.44,76.06,98.1,0.247,0.7032,0.622,0.0,0.1124,low,0,0
2026-01-01 11:25:00,72.9,118.77,76.22,97.85,0.2135,0.4298,0.6401,0.0309,0.0009,low,0,0
2026-01-01 11:30:00,72.69,126.78,80.67,97.9,0.2293,0.752,0.5683,0.0,0.0269,low,0,0
2026-01-01 11:35:00,72.76,125.36,77.62,97.85,0.2817,0.4863,0.6028,0.0133,0.1608,low,0,0
2026-01-01 11:40:00,72.8,120.67,80.81,97.74,0.2501,0.6754,0.6744,0.0,0.1164,low,0,0
2026-01-01 11:45:00,72.87,122.59,77.11,96.89,0.267,0.5582,0.4205,0.0159,0.0704,low,0,0
2026-01-01 11:50:00,73.15,124.79,80.91,97.63,0.2835,0.5005,0.6905,0.0102,0.0165,low,0,0
2026-01-01 11:55:00,73.22,124.16,78.26,97.38,0.2313,0.3331,0.3303,0.098,0.0678,low,0,0
2026-01-01 12:00:00,73.44,123.12,78.52,97.09,0.2878,0.5294,0.6025,0.0078,0.0664,low,0,0
2026-01-01 12:05:00,73.46,123.69,81.13,98.27,0.2689,0.3629,0.5786,0.0539,0.0807,low,0,0
2026-01-01 12:10:00,73.55,123.24,77.28,98.29,0.1883,0.6661,0.4514,0.0097,0.0589,low,0,0
2026-01-01 12:15:00,73.75,124.46,76.12,98.14,0.3221,0.732,0.5464,0.0421,0.0732,low,0,0
2026-01-01 12:20:00,73.29,128.41,77.1,97.7,0.225,0.4544,0.4504,0.0324,0.0606,low,0,0
2026-01-01 12:25:00,73.19,116.3,78.9,98.14,0.1672,0.5862,0.3785,0.0243,0.0,low,0,0
2026-01-01 12:30:00,73.03,123.29,74.87,97.6,0.1977,0.463,0.4934,0.0209,0.0415,low,0,0
2026-01-01 12:35:00,72.83,124.53,79.27,97.68,0.1989,0.4746,0.3734,0.0409,0.12,low,0,0
2026-01-01 12:40:00,72.74,124.89,76.92,97.16,0.2526,0.6429,0.6016,0.0,0.0,low,0,0
2026-01-01 12:45:00,73.22,122.88,80.3,97.76,0.2363,0.5454,0.366,0.0268,0.0599,low,0,0
2026-01-01 12:50:00,72.94,118.73,73.21,97.62,0.2332,0.7588,0.6639,0.0,0.019,low,0,0
2026-01-01 12:55:00,73.25,124.98,76.43,97.08,0.281,0.4921,0.361,0.0383,0.079,low,0,0
2026-01-01 13:00:00,72.71,129.18,74.63,97.58,0.267,0.6699,0.4594,0.0081,0.0434,low,0,0
2026-01-01 13:05:00,72.61,119.4,76.35,97.57,0.2658,0.5617,0.4501,0.01,0.1374,low,0,0
2026-01-01 13:10:00,72.66,126.59,78.5,98.32,0.2705,0.6455,0.762,0.0,0.0853,low,0,0
2026-01-01 13:15:00,72.85,123.01,77.64,97.96,0.2808,0.4963,0.6028,0.0089,0.0,low,0,0
2026-01-01 13:20:00,73.08,123.82,77.49,97.6,0.1446,0.5441,0.5161,0.0,0.0936,low,0,0
2026-01-01 13:25:00,73.33,120.84,77.68,97.7,0.2318,0.5361,0.6298,0.0,0.0213,low,0,0
2026-01-01 13:30:00,73.22,123.0,78.41,97.62,0.141,0.4497,0.2128,0.0815,0.0597,low,0,0
2026-01-01 13:35:00,73.07,127.9,75.98,97.52,0.2518,0.6294,0.5431,0.0,0.0757,low,0,0
2026-01-01 13:40:00,73.34,125.75,79.41,97.17,0.2498,0.628,0.8696,0.0,0.0354,low,0,0
2026-01-01 13:45:00,73.28,129.2,79.33,97.54,0.3023,0.6212,0.5712,0.0223,0.1124,low,0,0
2026-01-01 13:50:00,72.87,127.53,78.77,97.3,0.3094,0.7344,0.5609,0.0294,0.0316,low,0,0
2026-01-01 13:55:00,72.51,125.32,79.11,97.1,0.2601,0.7239,0.6377,0.0,0.0291,low,0,0
2026-01-01 14:00:00,72.22,129.23,78.59,97.8,0.225,0.505,0.6933,0.0051,0.029,low,0,0
2026-01-01 14:05:00,72.38,125.32,82.07,97.76,0.2743,0.5948,0.2304,0.0539,0.0506,low,0,0
2026-01-01 14:10:00,72.42,126.48,77.83,96.89,0.2236,0.4752,0.2808,0.0592,0.1357,low,0,0
2026-01-01 14:15:00,72.64,123.11,77.39,97.55,0.2499,0.5528,0.5836,0.0,0.0914,low,0,0
2026-01-01 14:20:00,72.51,124.2,76.49,98.0,0.2993,0.478,0.4356,0.0466,0.1618,low,0,0
2026-01-01 14:25:00,72.56,121.91,75.94,98.02,0.2221,0.7444,0.7599,0.0,0.1734,low,0,0
2026-01-01 14:30:00,72.76,126.97,75.51,98.01,0.2903,0.5936,0.4996,0.0104,0.0121,low,0,0
2026-01-01 14:35:00,72.66,120.47,76.22,97.62,0.2839,0.5238,0.2405,0.0558,0.083,low,0,0
2026-01-01 14:40:00,72.8,126.35,77.86,97.26,0.2023,0.6932,0.3471,0.0306,0.0119,low,0,0
2026-01-01 14:45:00,72.59,123.43,78.67,97.17,0.2987,0.2895,0.1101,0.1757,0.0826,low,0,0
2026-01-01 14:50:00,72.48,127.51,78.1,97.74,0.2849,0.3083,0.5125,0.0775,0.0556,low,0,0
2026-01-01 14:55:00,72.35,126.25,76.47,97.75,0.2551,0.6455,0.5199,0.0,0.0071,low,0,0
2026-01-01 15:00:00,71.97,129.46,79.8,98.11,0.2119,0.5573,0.4821,0.0036,0.0087,low,0,0
2026-01-01 15:05:00,72.13,126.19,79.48,98.04,0.207,0.5801,0.7226,0.0,0.0528,low,0,0
2026-01-01 15:10:00,71.98,119.28,77.68,97.55,0.2231,0.3908,0.7418,0.0443,0.0147,low,0,0
2026-01-01 15:15:00,71.98,123.8,76.69,97.1,0.2771,0.5472,0.5227,0.0,0.1021,low,0,0
2026-01-01 15:20:00,72.14,120.48,79.1,97.47,0.2022,0.7904,0.2084,0.0583,0.0345,low,0,0
2026-01-01 15:25:00,72.28,122.45,78.38,97.69,0.2719,0.6489,0.6488,0.0,0.2005,low,0,0
2026-01-01 15:30:00,72.49,128.53,75.1,97.52,0.1879,0.5704,0.6389,0.0,0.0374,low,0,0
2026-01-01 15:35:00,72.46,125.91,77.86,97.37,0.2398,0.4973,0.5995,0.0078,0.0663,low,0,0
2026-01-01 15:40:00,72.32,121.9,78.52,97.7,0.2555,0.5027,0.707,0.0059,0.0,low,0,0
2026-01-01 15:45:00,72.3,120.96,76.2,97.4,0.3723,0.2945,0.3636,0.1968,0.2142,low,0,0
2026-01-01 15:50:00,71.76,124.1,78.38,97.35,0.1811,0.5809,0.8714,0.0,0.116,low,0,0
2026-01-01 15:55:00,71.3,120.35,75.09,97.72,0.3236,0.6515,0.3965,0.0643,0.0974,low,0,0
2026-01-01 16:00:00,70.87,121.99,80.67,97.44,0.2575,0.3609,0.6699,0.0545,0.0117,low,0,0
2026-01-01 16:05:00,70.55,124.94,80.5,97.7,0.2706,0.4706,0.28,0.0609,0.0919,low,0,0
2026-01-01 16:10:00,70.68,127.47,77.49,97.71,0.2559,0.4111,0.4012,0.0571,0.0239,low,0,0
2026-01-01 16:15:00,70.39,125.83,78.73,97.14,0.2722,0.4342,0.7926,0.0294,0.1434,low,0,0
2026-01-01 16:20:00,70.27,117.13,73.18,97.41,0.2423,0.5564,0.5083,0.0,0.1005,low,0,0
2026-01-01 16:25:00,70.69,124.91,75.69,98.18,0.3227,0.2999,0.6844,0.1182,0.1061,low,0,0
2026-01-01 16:30:00,70.57,124.22,77.41,97.14,0.2272,0.6237,0.5879,0.0,0.0,low,0,0
2026-01-01 16:35:00,70.81,125.24,75.86,96.75,0.3066,0.6405,0.5332,0.0266,0.0201,low,0,0
2026-01-01 16:40:00,70.51,128.85,79.43,96.86,0.2178,0.5199,0.7682,0.0,0.0944,low,0,0
2026-01-01 16:45:00,70.44,117.81,81.99,97.61,0.247,0.2523,0.5121,0.0918,0.1528,low,0,0
2026-01-01 16:50:00,70.14,122.23,75.65,97.61,0.1964,0.4304,0.2651,0.0777,0.1427,low,0,0
2026-01-01 16:55:00,70.03,125.77,76.33,97.55,0.2728,0.6979,0.4215,0.0157,0.0,low,0,0
2026-01-01 17:00:00,70.3,119.26,78.47,98.09,0.3223,0.2166,0.6382,0.1463,0.1263,low,0,0
2026-01-01 17:05:00,69.75,128.43,81.22,96.53,0.2461,0.5083,0.6133,0.004,0.1122,low,0,0
2026-01-01 17:10:00,69.89,125.11,75.56,97.76,0.2402,0.4084,0.2993,0.0784,0.0045,low,0,0
2026-01-01 17:15:00,69.96,126.54,78.5,98.22,0.1943,0.6465,0.4341,0.0132,0.0642,low,0,0
2026-01-01 17:20:00,69.77,122.29,81.64,97.15,0.2385,0.469,0.4569,0.0261,0.0828,low,0,0
2026-01-01 17:25:00,69.31,126.44,74.7,97.45,0.1704,0.5985,0.4915,0.0017,0.0456,low,0,0
2026-01-01 17:30:00,69.33,127.21,75.44,97.3,0.2044,0.6179,0.3299,0.034,0.0,low,0,0
2026-01-01 17:35:00,69.16,124.7,77.15,97.24,0.2613,0.7703,0.4495,0.0101,0.0473,low,0,0
2026-01-01 17:40:00,69.24,124.7,76.96,97.47,0.316,0.5256,0.4334,0.0493,0.0609,low,0,0
2026-01-01 17:45:00,69.24,124.81,79.63,98.17,0.3905,0.5951,0.6734,0.1105,0.0913,low,0,0
2026-01-01 17:50:00,69.76,121.41,78.48,98.33,0.2207,0.3718,0.6795,0.0508,0.0496,low,0,0
2026-01-01 17:55:00,69.68,123.56,74.45,97.47,0.3218,0.6928,0.5267,0.0418,0.0525,low,0,0
2026-01-01 18:00:00,69.35,123.54,79.03,98.36,0.2622,0.4587,0.4873,0.0235,0.0663,low,0,0
2026-01-01 18:05:00,69.41,125.15,76.84,97.61,0.2424,0.4827,0.5724,0.0128,0.0866,low,0,0
2026-01-01 18:10:00,69.48,127.0,80.55,98.3,0.2716,0.5473,0.4193,0.0161,0.0504,low,0,0
2026-01-01 18:15:00,69.92,120.82,76.74,97.56,0.2531,0.3625,0.3665,0.0807,0.0678,low,0,0
2026-01-01 18:20:00,70.18,123.62,76.73,97.65,0.2555,0.5775,0.3996,0.0201,0.0716,low,0,0
2026-01-01 18:25:00,70.3,128.44,79.08,97.75,0.2296,0.6661,0.4484,0.0103,0.0,low,0,0
2026-01-01 18:30:00,70.77,121.77,79.53,98.87,0.1801,0.5852,0.3638,0.0272,0.0934,low,0,0
2026-01-01 18:35:00,70.39,121.53,78.9,97.94,0.1728,0.3593,0.5759,0.0551,0.0793,low,0,0
2026-01-01 18:40:00,70.18,124.61,74.63,97.32,0.2827,0.5351,0.6668,0.0027,0.0629,low,0,0
2026-01-01 18:45:00,69.88,126.53,79.08,97.99,0.2362,0.639,0.2961,0.0408,0.1223,low,0,0
2026-01-01 18:50:00,69.76,124.03,75.93,97.46,0.2202,0.3246,0.554,0.067,0.0,low,0,0
2026-01-01 18:55:00,69.32,127.99,78.47,97.4,0.2504,0.421,0.5148,0.0339,0.0,low,0,0
2026-01-01 19:00:00,69.52,126.57,75.15,97.96,0.2897,0.6552,0.6046,0.0097,0.0771,low,0,0
2026-01-01 19:05:00,69.45,126.53,78.89,97.61,0.259,0.5824,0.5479,0.0,0.0596,low,0,0
2026-01-01 19:10:00,68.98,125.66,76.39,97.71,0.2172,0.5994,0.3174,0.0365,0.0813,low,0,0
2026-01-01 19:15:00,68.66,130.98,75.43,97.61,0.3113,0.7731,0.348,0.0696,0.0612,low,0,0
2026-01-01 19:20:00,68.76,123.38,79.43,97.73,0.329,0.6062,0.5547,0.049,0.1104,low,0,0
2026-01-01 19:25:00,69.02,117.99,78.48,97.77,0.2747,0.6289,0.7146,0.0,0.1066,low,0,0
2026-01-01 19:30:00,69.66,128.81,76.77,96.83,0.2987,0.8753,0.1957,0.0795,0.112,low,0,0
2026-01-01 19:35:00,70.59,122.63,80.9,97.87,0.3121,0.5243,0.6053,0.0321,0.0582,low,0,0
2026-01-01 19:40:00,70.73,124.32,77.12,97.21,0.3065,0.4543,0.7403,0.049,0.0,low,0,0
2026-01-01 19:45:00,70.41,127.93,78.06,97.02,0.2807,0.6013,0.5255,0.0007,0.0987,low,0,0
2026-01-01 19:50:00,69.73,119.19,78.54,97.58,0.2799,0.6027,0.638,0.0,0.1211,low,0,0
2026-01-01 19:55:00,69.81,120.25,76.76,97.63,0.276,0.4868,0.4375,0.0239,0.1006,low,0,0
2026-01-01 20:00:00,69.55,119.2,78.94,97.32,0.1951,0.4261,0.5309,0.0322,0.0273,low,0,0
2026-01-01 20:05:00,69.42,121.62,76.93,97.93,0.285,0.8272,0.2907,0.0469,0.1101,low,0,0
2026-01-01 20:10:00,69.23,125.32,77.18,97.06,0.1822,0.5892,0.1749,0.065,0.1258,low,0,0
2026-01-01 20:15:00,69.18,125.57,80.73,97.44,0.2103,0.4621,0.7008,0.0198,0.1449,low,0,0
2026-01-01 20:20:00,69.52,124.83,75.92,97.37,0.3152,0.6599,0.3924,0.0567,0.036,low,0,0
2026-01-01 20:25:00,69.57,119.76,73.17,97.58,0.292,0.5369,0.4771,0.0166,0.0545,low,0,0
2026-01-01 20:30:00,69.52,117.07,81.22,97.71,0.3244,0.5197,0.3282,0.0789,0.125,low,0,0
2026-01-01 20:35:00,69.19,124.16,83.1,97.2,0.2364,0.6175,0.3244,0.0351,0.0752,low,0,0
2026-01-01 20:40:00,68.65,122.58,77.19,97.89,0.1924,0.395,0.5222,0.0429,0.0191,low,0,0
2026-01-01 20:45:00,68.5,125.38,74.13,97.63,0.238,0.5923,0.4333,0.0133,0.0854,low,0,0
2026-01-01 20:50:00,68.48,126.11,77.38,96.84,0.2551,0.7796,0.6105,0.0,0.0889,low,0,0
2026-01-01 20:55:00,69.05,124.41,77.43,96.82,0.2539,0.6059,0.6224,0.0,0.0644,low,0,0
2026-01-01 21:00:00,69.09,126.28,77.62,97.6,0.3067,0.5049,0.6013,0.0319,0.0821,low,0,0
2026-01-01 21:05:00,71.4,124.69,75.77,97.51,0.2319,0.4891,0.5882,0.0106,0.0508,low,0,0
2026-01-01 21:10:00,71.44,125.76,79.16,97.5,0.2698,0.4973,0.7998,0.0078,0.1366,low,0,0
2026-01-01 21:15:00,71.25,122.23,79.05,97.48,0.205,0.5127,0.3738,0.0277,0.0247,low,0,0
2026-01-01 21:20:00,71.14,123.97,75.01,97.53,0.2791,0.4944,0.5332,0.0088,0.0337,low,0,0
2026-01-01 21:25:00,71.1,125.27,79.4,97.76,0.2589,0.6463,0.7205,0.0,0.0605,low,0,0
2026-01-01 21:30:00,71.98,127.32,82.11,96.88,0.2235,0.3249,0.7389,0.0669,0.1274,low,0,0
2026-01-01 21:35:00,71.91,123.84,78.34,96.8,0.2514,0.633,0.3064,0.0387,0.0,low,0,0
2026-01-01 21:40:00,72.38,126.76,77.33,96.78,0.2562,0.4805,0.4812,0.0173,0.0005,low,0,0
2026-01-01 21:45:00,72.28,124.57,77.72,97.28,0.2541,0.5679,0.7458,0.0,0.0,low,0,0
2026-01-01 21:50:00,72.77,125.18,79.23,97.6,0.3583,0.384,0.6071,0.1249,0.1054,low,0,0
2026-01-01 21:55:00,73.09,128.2,74.54,96.88,0.267,0.6753,0.5544,0.0,0.0041,low,0,0
2026-01-01 22:00:00,73.24,119.9,78.33,96.0,0.262,0.6619,0.4857,0.0031,0.0419,low,0,0
2026-01-01 22:05:00,73.42,122.16,77.22,96.26,0.1715,0.6242,0.4564,0.0087,0.0961,low,0,0
2026-01-01 22:10:00,73.41,121.77,81.7,96.55,0.2338,0.3238,0.5612,0.0673,0.0515,low,0,0
2026-01-01 22:15:00,73.74,119.39,77.65,96.61,0.2676,0.6017,0.4721,0.0056,0.0735,low,0,0
2026-01-01 22:20:00,73.79,124.53,81.34,96.61,0.2486,0.5474,0.5029,0.0,0.045,low,0,0
2026-01-01 22:25:00,73.6,128.98,75.79,96.74,0.3542,0.3027,0.5196,0.1487,0.1457,low,0,0
2026-01-01 22:30:00,73.38,126.05,79.17,96.54,0.2791,0.489,0.3959,0.0314,0.0948,low,0,0
2026-01-01 22:35:00,73.63,127.67,78.64,97.03,0.3539,0.5323,0.5868,0.0739,0.0513,low,0,0
2026-01-01 22:40:00,74.33,130.51,76.26,96.29,0.2948,0.5519,0.949,0.0189,0.0582,low,0,0
2026-01-01 22:45:00,74.58,131.4,78.35,96.16,0.2958,0.503,0.212,0.0904,0.1438,low,0,0
2026-01-01 22:50:00,74.74,127.38,80.43,96.64,0.2917,0.5132,0.5455,0.014,0.0846,low,0,0
2026-01-01 22:55:00,75.02,131.82,77.35,95.78,0.2985,0.6517,0.3693,0.0724,0.0155,low,0,0
2026-01-01 23:00:00,75.64,128.2,74.62,96.49,0.3864,0.6186,0.5807,0.1064,0.13,low,0,0
2026-01-01 23:05:00,75.9,125.59,77.96,96.32,0.1867,0.124,0.4931,0.1372,0.0538,low,0,0
2026-01-01 23:10:00,75.97,126.49,76.2,96.17,0.2048,0.4265,0.6048,0.032,0.1418,low,0,0
2026-01-01 23:15:00,76.51,124.0,77.32,96.81,0.2799,0.4415,0.6683,0.0269,0.1206,low,0,0
2026-01-01 23:20:00,76.85,125.95,77.84,95.87,0.31,0.2476,0.5083,0.1312,0.1204,low,0,0
2026-01-01 23:25:00,77.53,127.71,74.59,96.89,0.346,0.4657,0.656,0.0846,0.0975,low,0,0
2026-01-01 23:30:00,77.79,131.36,74.77,95.92,0.3373,0.6008,0.0971,0.1537,0.1033,low,0,0
2026-01-01 23:35:00,77.59,134.28,78.96,95.44,0.2966,0.3172,0.724,0.1539,0.1478,low,0,0
2026-01-01 23:40:00,77.35,125.15,76.95,95.93,0.369,0.4845,0.5268,0.1056,0.0784,low,0,0
2026-01-01 23:45:00,78.07,130.64,72.87,95.41,0.3718,0.3308,0.6366,0.1975,0.1409,low,0,0
2026-01-01 23:50:00,78.82,126.51,79.57,95.49,0.3316,0.3567,0.2663,0.191,0.1704,low,0,0
2026-01-01 23:55:00,78.96,131.23,78.54,95.89,0.3728,0.6112,0.3259,0.1507,0.0847,low,0,0
2026-01-02 00:00:00,79.03,129.58,76.57,95.9,0.3405,0.3654,0.4794,0.1309,0.075,low,0,0
2026-01-02 00:05:00,79.69,124.65,75.37,95.38,0.301,0.4825,0.4507,0.0933,0.0329,low,0,0
2026-01-02 00:10:00,79.53,133.1,79.67,95.96,0.3661,0.1991,0.496,0.2349,0.089,low,0,0
2026-01-02 00:15:00,79.44,128.67,78.7,95.98,0.3389,0.6437,0.6216,0.0707,0.0,low,0,0
2026-01-02 00:20:00,79.84,129.06,82.77,96.03,0.3357,0.4891,0.1629,0.1469,0.1479,low,0,0
2026-01-02 00:25:00,79.91,127.62,78.84,95.62,0.4115,0.3915,0.5985,0.2123,0.2247,low,0,0
2026-01-02 00:30:00,80.1,129.04,78.78,95.9,0.2175,0.4791,0.4413,0.0472,0.1478,low,0,0
2026-01-02 00:35:00,80.25,132.45,77.67,94.54,0.2713,0.2374,0.4047,0.2392,0.0624,low,0,0
2026-01-02 00:40:00,80.55,130.77,79.63,95.11,0.285,0.5451,0.1993,0.1429,0.1463,low,0,0
2026-01-02 00:45:00,81.19,132.5,79.25,94.84,0.3284,0.3609,0.5124,0.2157,0.2066,low,0,0
2026-01-02 00:50:00,81.42,132.77,80.5,95.18,0.3361,0.3719,0.043,0.2943,0.1402,low,0,0
2026-01-02 00:55:00,81.82,135.82,76.96,94.85,0.2756,0.3339,0.5303,0.207,0.1375,low,0,0
2026-01-02 01:00:00,81.36,131.0,77.13,94.95,0.3039,0.3198,0.1852,0.2504,0.0472,low,0,0
2026-01-02 01:05:00,81.54,127.76,77.04,95.72,0.3123,0.4695,0.4298,0.1061,0.1105,low,0,0
2026-01-02 01:10:00,81.46,135.57,79.58,94.84,0.4804,0.4134,0.3995,0.396,0.1454,low,0,0
2026-01-02 01:15:00,81.27,131.54,81.0,95.02,0.4498,0.4575,0.603,0.2859,0.17,low,0,0
2026-01-02 01:20:00,81.18,136.05,77.08,94.71,0.3414,0.3748,0.3846,0.2831,0.081,low,0,0
2026-01-02 01:25:00,81.27,134.03,77.15,94.78,0.346,0.434,0.2994,0.2647,0.1798,low,0,0
2026-01-02 01:30:00,81.76,132.66,78.63,94.69,0.3089,0.3188,0.3267,0.2592,0.2019,low,0,0
2026-01-02 01:35:00,81.53,134.27,77.51,94.82,0.2731,0.6332,0.6088,0.1306,0.0665,low,0,0
2026-01-02 01:40:00,81.74,139.24,79.9,95.05,0.3649,0.174,0.4882,0.3638,0.1305,low,0,0
2026-01-02 01:45:00,81.78,139.79,73.5,95.19,0.323,0.5101,0.3381,0.2332,0.0338,low,0,0
2026-01-02 01:50:00,81.87,133.94,76.35,94.6,0.3709,0.5195,0.3592,0.2628,0.1387,low,0,0
2026-01-02 01:55:00,82.38,134.38,76.44,94.65,0.2973,0.2497,0.1436,0.3287,0.146,low,0,0
2026-01-02 02:00:00,82.75,137.3,73.36,93.9,0.3414,0.616,0.4539,0.2891,0.0836,low,0,0
2026-01-02 02:05:00,83.37,131.71,76.07,94.27,0.3891,0.4646,0.1075,0.3627,0.2096,low,0,0
2026-01-02 02:10:00,83.52,135.41,76.17,94.63,0.4022,0.4582,0.5066,0.3087,0.1456,low,0,0
2026-01-02 02:15:00,83.49,134.51,77.6,94.54,0.407,0.3417,0.4042,0.3702,0.1358,low,0,0
2026-01-02 02:20:00,83.61,135.7,80.23,94.23,0.3223,0.3088,0.7629,0.307,0.1397,low,0,0
2026-01-02 02:25:00,83.89,132.43,77.51,94.44,0.4332,0.3063,0.2023,0.4413,0.268,moderate,0,0
2026-01-02 02:30:00,84.14,130.33,75.94,94.23,0.3527,0.3749,0.3592,0.3037,0.1964,low,0,1
2026-01-02 02:35:00,83.99,129.05,77.89,94.46,0.4265,0.4928,0.6607,0.2915,0.1555,low,0,0
2026-01-02 02:40:00,84.21,132.09,80.1,94.04,0.3965,0.343,0.5609,0.3563,0.2157,low,0,1
2026-01-02 02:45:00,84.48,134.23,76.05,93.73,0.3304,0.2084,0.2562,0.423,0.15,moderate,0,1
2026-01-02 02:50:00,85.48,134.9,76.18,93.95,0.3857,0.4133,0.4007,0.3783,0.194,low,0,1
2026-01-02 02:55:00,86.27,141.76,79.12,92.59,0.4219,0.4215,0.3625,0.5617,0.264,moderate,0,1
2026-01-02 03:00:00,86.2,139.44,77.56,93.86,0.4365,0.3861,0.4046,0.4846,0.2061,moderate,0,1
2026-01-02 03:05:00,86.3,133.41,79.29,92.19,0.401,0.3936,0.245,0.531,0.2676,moderate,0,1
2026-01-02 03:10:00,86.03,137.51,77.97,92.9,0.4868,0.2682,0.3399,0.6288,0.241,high,0,1
2026-01-02 03:15:00,86.03,135.41,79.4,93.72,0.4628,0.1858,0.0958,0.6162,0.3012,moderate,0,1
